EPI_ISL_501619;1209,1237;
EPI_ISL_509149;1712,1741;1739,1712;
EPI_ISL_567568;667,668;668,1252;
EPI_ISL_509152;1323,1033;1033,1325;1927,2031;2088,1927;
EPI_ISL_509153;1712,1741;1739,1712;
EPI_ISL_441755;167,50;50,169;437,440;435,437;
EPI_ISL_441756;2038,1836;1836,2040;
EPI_ISL_624400;1159,714;714,1161;
EPI_ISL_509156;654,1234;1232,654;
EPI_ISL_509157;761,1154;1152,761;
EPI_ISL_624402;288,246;246,290;
EPI_ISL_441762;437,440;435,437;
EPI_ISL_567578;1159,714;714,1161;
EPI_ISL_624406;288,246;246,290;
EPI_ISL_567579;1159,714;714,1161;
EPI_ISL_441769;437,440;435,437;
EPI_ISL_567584;1988,1848;1848,1860;
EPI_ISL_509168;522,574;572,522;
EPI_ISL_567588;1388,809;1300,638;638,1302;809,1390;
EPI_ISL_441774;437,440;435,437;
EPI_ISL_567589;1988,1848;1848,1860;
EPI_ISL_441776;1606,1574;1574,1608;
EPI_ISL_567590;1159,714;714,1161;
EPI_ISL_509174;654,1234;1232,654;
EPI_ISL_624417;2057,1915;1915,2059;
EPI_ISL_441779;437,440;435,437;
EPI_ISL_509177;759,1228;1226,759;
EPI_ISL_567593;288,246;246,290;
EPI_ISL_509178;761,1154;1152,761;
EPI_ISL_624422;1821,1822;1822,1827;764,1104;1102,764;
EPI_ISL_441786;437,440;435,437;
EPI_ISL_441787;437,440;435,437;
EPI_ISL_441789;437,440;435,437;
EPI_ISL_567602;1988,1848;1848,1860;
EPI_ISL_441791;437,440;435,437;
EPI_ISL_567603;288,246;246,290;
EPI_ISL_567604;288,246;246,290;
EPI_ISL_567605;1988,1848;1848,1860;
EPI_ISL_624429;1235,652;652,1237;
EPI_ISL_567607;288,246;246,290;
EPI_ISL_441796;437,440;435,437;
EPI_ISL_567608;1988,1848;1848,1860;
EPI_ISL_567611;1988,1848;1848,1860;
EPI_ISL_441800;437,440;435,437;
EPI_ISL_567612;288,246;246,290;
EPI_ISL_509196;654,1234;1232,654;
EPI_ISL_441802;437,440;435,437;
EPI_ISL_509197;654,1234;1232,654;
EPI_ISL_567614;667,1092;1092,1252;
EPI_ISL_441804;437,440;435,437;
EPI_ISL_509199;654,1234;1232,654;
EPI_ISL_441806;437,440;435,437;
EPI_ISL_624438;1700,1701;1701,1705;
EPI_ISL_441808;437,440;435,437;
EPI_ISL_624439;1988,1848;1848,1860;
EPI_ISL_624440;277,189;1988,1848;189,279;1848,1860;
EPI_ISL_441813;437,440;435,437;
EPI_ISL_567623;288,246;246,290;
EPI_ISL_624444;288,246;246,290;
EPI_ISL_624445;288,246;246,290;
EPI_ISL_509212;870,1133;1131,870;
EPI_ISL_509213;1323,1033;1033,1325;1927,2031;2088,1927;
EPI_ISL_567626;1240,730;730,1242;
EPI_ISL_509214;2090,1865;295,235;1865,1866;235,216;
EPI_ISL_567627;721,1309;1307,721;
EPI_ISL_624447;1852,2049;2047,1852;
EPI_ISL_509223;1869,1870;1870,2074;
EPI_ISL_509224;1600,1606;1604,1600;
EPI_ISL_624449;1908,2065;2063,1908;
EPI_ISL_509225;1869,1870;1870,2074;
EPI_ISL_567631;428,422;857,1254;422,430;1252,857;
EPI_ISL_624451;285,213;213,287;
EPI_ISL_441826;437,440;435,437;
EPI_ISL_624452;870,1133;1131,870;
EPI_ISL_509228;1869,1870;1870,2074;
EPI_ISL_509229;1869,1870;1870,2074;
EPI_ISL_567636;1221,927;927,1223;
EPI_ISL_509232;1869,1870;1870,2074;
EPI_ISL_509233;1869,1870;1870,2074;
EPI_ISL_567641;285,213;213,287;
EPI_ISL_509237;1869,1870;1870,2074;
EPI_ISL_509238;1869,1870;1870,2074;
EPI_ISL_509239;129,11;1869,1870;1870,2074;11,131;
EPI_ISL_441839;437,440;435,437;
EPI_ISL_441840;360,327;327,362;437,440;435,437;
EPI_ISL_567645;288,246;246,290;
EPI_ISL_441842;437,440;435,437;
EPI_ISL_509243;129,11;1869,1870;1870,2074;11,131;
EPI_ISL_509244;1869,1870;1870,2074;
EPI_ISL_441847;746,1137;1135,746;2038,1836;1836,2040;
EPI_ISL_567651;1988,1848;1848,1860;
EPI_ISL_509248;1156,889;889,1069;
EPI_ISL_567652;288,246;246,290;
EPI_ISL_509249;1869,1870;1870,2074;
EPI_ISL_509251;1869,1870;1870,2074;
EPI_ISL_567654;1547,1517;1517,1549;
EPI_ISL_441852;437,440;435,437;
EPI_ISL_509253;1869,1870;1870,2074;
EPI_ISL_624471;285,213;213,287;
EPI_ISL_509255;1869,1870;1870,2074;
EPI_ISL_441855;437,440;435,437;
EPI_ISL_509256;1869,1870;1870,2074;
EPI_ISL_567659;1240,730;730,1242;
EPI_ISL_509258;1869,1870;1870,2074;
EPI_ISL_441858;2038,1836;1836,2040;
EPI_ISL_509259;129,11;1869,1870;1870,2074;11,131;
EPI_ISL_441860;2038,1836;1836,2040;
EPI_ISL_567662;1547,1517;1517,1549;
EPI_ISL_509261;666,667;1249,666;
EPI_ISL_624477;1153,1065;1065,1155;
EPI_ISL_567663;1923,1999;1860,1923;
EPI_ISL_509262;1869,1870;1870,2074;
EPI_ISL_509263;1869,1870;1870,2074;
EPI_ISL_509264;129,11;1869,1870;1870,2074;11,131;
EPI_ISL_567666;1388,809;1300,638;638,1302;809,1390;
EPI_ISL_509265;1869,1870;1870,2074;
EPI_ISL_624480;285,213;213,287;
EPI_ISL_509266;1869,1870;1870,2074;
EPI_ISL_567668;288,246;246,290;
EPI_ISL_509267;129,11;1869,1870;1870,2074;11,131;
EPI_ISL_567669;1240,730;730,1242;
EPI_ISL_509268;1869,1870;1870,2074;
EPI_ISL_624482;1665,1692;1692,1697;
EPI_ISL_509269;1869,1870;1870,2074;
EPI_ISL_441869;437,440;435,437;
EPI_ISL_509270;1869,1870;1870,2074;
EPI_ISL_509271;1869,1870;1870,2074;
EPI_ISL_509272;1869,1870;1870,2074;
EPI_ISL_567673;1547,1522;1522,1549;
EPI_ISL_509273;1156,889;889,1069;
EPI_ISL_441874;746,1137;1135,746;2038,1836;1836,2040;
EPI_ISL_509275;1869,1870;1870,2074;
EPI_ISL_509276;1869,1870;1870,2074;
EPI_ISL_624488;288,246;246,290;
EPI_ISL_509277;1869,1870;1870,2074;
EPI_ISL_567677;1159,714;714,1161;
EPI_ISL_624489;277,189;1988,1848;189,279;1848,1860;
EPI_ISL_567678;288,246;246,290;
EPI_ISL_567679;288,246;246,290;
EPI_ISL_624490;1322,779;726,1358;1356,726;779,1324;
EPI_ISL_509279;1869,1870;1870,2074;
EPI_ISL_567680;1988,1848;1848,1860;
EPI_ISL_509281;1869,1870;1870,2074;
EPI_ISL_567682;1852,2049;2047,1852;
EPI_ISL_509282;1869,1870;1870,2074;
EPI_ISL_509283;1869,1870;1870,2074;
EPI_ISL_509284;1869,1870;1870,2074;
EPI_ISL_567685;667,668;668,1252;
EPI_ISL_441887;1548,1515;1515,1550;
EPI_ISL_441888;1548,1515;1515,1550;
EPI_ISL_624497;285,213;865,1405;697,865;213,287;
EPI_ISL_624500;1339,995;995,1341;
EPI_ISL_509293;1810,1770;1770,1812;
EPI_ISL_509294;1869,1870;1870,2074;
EPI_ISL_441897;746,1137;1135,746;2038,1836;1836,2040;
EPI_ISL_441898;496,566;564,496;
EPI_ISL_509299;666,667;1249,666;
EPI_ISL_624506;1159,714;714,1161;
EPI_ISL_567697;1159,714;714,1161;
EPI_ISL_509300;1869,1870;1870,2074;
EPI_ISL_441902;1468,1465;1465,1474;
EPI_ISL_567699;288,246;246,290;
EPI_ISL_441906;2038,1836;1836,2040;
EPI_ISL_624510;285,213;213,287;
EPI_ISL_441907;1187,770;770,1189;
EPI_ISL_441910;2038,1836;1836,2040;
EPI_ISL_567704;1852,2049;2047,1852;
EPI_ISL_441911;2038,1836;1836,2040;
EPI_ISL_509309;1869,1870;1870,2074;
EPI_ISL_567705;1624,1628;1622,1624;
EPI_ISL_509310;1870,2074;160,107;1869,1870;107,162;
EPI_ISL_441913;1388,809;809,1390;
EPI_ISL_509311;1869,1870;1870,2074;
EPI_ISL_441914;437,440;435,437;
EPI_ISL_509313;1600,1606;1604,1600;
EPI_ISL_624516;1999,1845;1845,1961;
EPI_ISL_509315;1869,1870;1870,2074;
EPI_ISL_567710;1159,714;714,1161;
EPI_ISL_441918;435,437;437,440;997,1174;1172,997;
EPI_ISL_509316;285,213;1982,1920;1920,2056;213,287;
EPI_ISL_509317;1869,1870;1870,2074;
EPI_ISL_624519;288,246;246,290;
EPI_ISL_509318;1869,1870;1870,2074;
EPI_ISL_509319;436,440;1923,1999;1860,1923;435,436;
EPI_ISL_567714;1159,714;714,1161;
EPI_ISL_567716;1159,714;714,1161;
EPI_ISL_509322;285,213;1982,1920;1920,2056;213,287;
EPI_ISL_509323;1869,1870;1870,2074;
EPI_ISL_624524;277,189;1988,1848;189,279;1848,1860;
EPI_ISL_567719;288,246;246,290;
EPI_ISL_567720;667,668;668,1252;
EPI_ISL_441929;1159,714;714,1161;
EPI_ISL_509326;1869,1870;1870,2074;
EPI_ISL_441930;437,440;435,437;
EPI_ISL_509327;1869,1870;1870,2074;
EPI_ISL_509328;860,697;786,860;785,786;
EPI_ISL_624529;292,232;232,294;
EPI_ISL_441936;1159,714;714,1161;
EPI_ISL_567727;1159,714;714,1161;
EPI_ISL_509336;1869,1870;1870,2074;
EPI_ISL_567728;1550,1523;1523,1552;
EPI_ISL_624533;285,213;213,287;
EPI_ISL_624534;277,189;1988,1848;189,279;1848,1860;
EPI_ISL_567730;134,101;1152,594;594,1154;101,136;
EPI_ISL_624535;1988,1848;1848,1860;
EPI_ISL_567732;1041,1143;1141,1041;288,246;246,290;
EPI_ISL_509341;1869,1870;1870,2074;
EPI_ISL_509342;1869,1870;1870,2074;
EPI_ISL_624537;1159,714;714,1161;
EPI_ISL_624538;288,246;246,290;
EPI_ISL_441949;1159,714;714,1161;
EPI_ISL_509345;1869,1870;1870,2074;
EPI_ISL_509346;1869,1870;1870,2074;
EPI_ISL_567737;1490,1503;1501,1490;
EPI_ISL_509348;1600,1606;1604,1600;
EPI_ISL_567742;285,213;213,287;
EPI_ISL_509352;1869,1870;1870,2074;
EPI_ISL_567743;1988,1848;1848,1860;
EPI_ISL_509354;1869,1870;1870,2074;
EPI_ISL_509355;129,11;1869,1870;1870,2074;11,131;
EPI_ISL_567748;1221,927;927,1223;
EPI_ISL_441965;437,440;435,437;
EPI_ISL_624550;2041,1921;1921,2043;
EPI_ISL_441967;437,440;435,437;
EPI_ISL_624553;285,213;213,287;
EPI_ISL_509364;1869,1870;1870,2074;
EPI_ISL_567753;1565,1567;1567,1569;
EPI_ISL_624556;277,189;1988,1848;189,279;1848,1860;
EPI_ISL_624558;285,213;478,575;573,478;213,287;
EPI_ISL_624559;285,213;213,287;
EPI_ISL_441977;496,566;402,410;408,402;564,496;
EPI_ISL_509372;1548,1515;1515,1550;
EPI_ISL_567759;288,246;246,290;
EPI_ISL_441979;991,1184;1182,991;
EPI_ISL_509373;1548,1515;1515,1550;
EPI_ISL_509374;1548,1515;1515,1550;
EPI_ISL_509375;1548,1515;1515,1550;
EPI_ISL_624563;1159,714;714,1161;
EPI_ISL_509376;1548,1515;1515,1550;
EPI_ISL_509377;1548,1515;1515,1550;
EPI_ISL_441985;437,440;435,437;
EPI_ISL_509378;1548,1515;1515,1550;
EPI_ISL_567765;1988,1848;1848,1860;
EPI_ISL_624566;1548,1515;1515,1550;
EPI_ISL_509379;1548,1515;1515,1550;
EPI_ISL_509380;1548,1515;1515,1550;
EPI_ISL_441988;437,440;435,437;
EPI_ISL_567767;288,246;246,290;
EPI_ISL_509381;481,562;1548,1515;1515,1550;560,481;
EPI_ISL_624568;285,213;213,287;
EPI_ISL_509382;1548,1515;1515,1550;
EPI_ISL_509383;1548,1515;1515,1550;
EPI_ISL_624570;1510,1541;1539,1510;
EPI_ISL_567770;1216,1251;
EPI_ISL_509384;1548,1515;2071,1868;1515,1550;1868,1869;
EPI_ISL_624571;292,232;232,294;
EPI_ISL_567771;1624,1628;1622,1624;
EPI_ISL_509386;481,562;1548,1515;1515,1550;560,481;
EPI_ISL_567773;1114,716;716,1116;
EPI_ISL_509387;1528,1546;1544,1528;
EPI_ISL_509388;1548,1515;1515,1550;
EPI_ISL_624574;285,213;213,287;
EPI_ISL_509389;1548,1515;1515,1550;
EPI_ISL_509390;1548,1515;2015,2087;2086,2015;1515,1550;
EPI_ISL_441998;1159,714;714,1161;
EPI_ISL_624576;285,213;213,287;
EPI_ISL_509391;1548,1515;1515,1550;
EPI_ISL_509392;1548,1515;1515,1550;
EPI_ISL_509393;1515,1550;864,1148;134,101;101,136;1548,1515;1146,864;
EPI_ISL_442001;437,440;435,437;
EPI_ISL_509394;1515,1550;864,1148;134,101;101,136;1548,1515;1146,864;
EPI_ISL_442002;437,440;435,437;
EPI_ISL_509395;1548,1515;1515,1550;
EPI_ISL_624579;285,213;213,287;
EPI_ISL_509412;43,44;153,43;44,45;45,157;
EPI_ISL_624580;288,246;246,290;
EPI_ISL_509414;43,44;153,43;44,45;45,157;
EPI_ISL_442006;437,440;435,437;
EPI_ISL_624586;285,213;213,287;
EPI_ISL_567789;428,422;857,1254;422,430;1252,857;
EPI_ISL_567790;1388,809;1300,638;638,1302;809,1390;
EPI_ISL_624590;1908,2065;2063,1908;
EPI_ISL_624591;285,213;1226,680;680,1228;213,287;
EPI_ISL_442019;437,440;435,437;
EPI_ISL_624594;285,213;1759,1760;213,287;1760,1764;
EPI_ISL_567796;173,51;288,246;246,290;51,108;
EPI_ISL_624598;285,213;1549,1526;1526,1551;213,287;
EPI_ISL_509438;437,440;435,437;
EPI_ISL_509439;437,440;435,437;
EPI_ISL_567804;428,422;857,1254;422,430;1252,857;
EPI_ISL_509440;623,1162;1160,623;
EPI_ISL_567805;1547,1517;1517,1549;
EPI_ISL_509441;1923,1999;1860,1923;
EPI_ISL_442034;2038,1836;1836,2040;
EPI_ISL_509442;437,440;435,437;
EPI_ISL_567807;2057,1915;1915,2059;
EPI_ISL_509446;2045,2022;2022,2047;
EPI_ISL_442039;2038,1836;1836,2040;
EPI_ISL_624607;285,213;1759,1760;213,287;1760,1764;
EPI_ISL_442041;437,440;435,437;
EPI_ISL_442044;1927,2031;2088,1927;
EPI_ISL_509450;2045,2022;2022,2047;
EPI_ISL_442046;437,440;435,437;
EPI_ISL_567817;721,1309;1307,721;
EPI_ISL_624612;288,246;246,290;
EPI_ISL_442048;437,440;435,437;
EPI_ISL_624613;1547,1517;1517,1549;
EPI_ISL_624614;285,213;213,287;
EPI_ISL_624615;277,189;1988,1848;189,279;1848,1860;
EPI_ISL_624617;2041,1921;1921,2043;
EPI_ISL_624618;288,246;246,290;
EPI_ISL_442055;1988,1848;1848,1860;
EPI_ISL_624619;1547,1517;1517,1549;
EPI_ISL_624620;295,235;235,216;
EPI_ISL_567825;1902,1841;1841,1982;
EPI_ISL_624621;2041,1921;1921,2043;
EPI_ISL_442060;435,437;1599,1602;437,440;1615,1599;
EPI_ISL_624623;285,213;213,287;
EPI_ISL_624624;285,213;213,287;
EPI_ISL_567830;428,422;857,1254;422,430;1252,857;
EPI_ISL_624628;1340,804;804,1342;
EPI_ISL_509471;1847,2031;2088,1847;
EPI_ISL_624631;285,213;865,1405;697,865;213,287;
EPI_ISL_567837;1624,1628;1622,1624;
EPI_ISL_624633;285,213;865,1405;697,865;213,287;
EPI_ISL_442074;1988,1848;1848,1860;
EPI_ISL_509477;1847,2031;2088,1847;
EPI_ISL_624634;1159,714;714,1161;
EPI_ISL_567840;1988,1848;1848,1860;
EPI_ISL_567841;288,246;246,290;
EPI_ISL_442081;437,440;435,437;
EPI_ISL_509483;1847,2031;2088,1847;
EPI_ISL_509484;1902,1841;1841,1982;
EPI_ISL_509485;1902,1841;1841,1982;
EPI_ISL_509486;1902,1841;1841,1982;
EPI_ISL_509487;292,224;224,294;
EPI_ISL_567847;288,246;246,290;
EPI_ISL_624642;1550,1523;1523,1552;
EPI_ISL_442090;437,440;435,437;
EPI_ISL_442091;457,570;568,457;437,440;435,437;
EPI_ISL_509492;437,440;435,437;
EPI_ISL_509493;437,440;435,437;
EPI_ISL_624646;1988,1848;1848,1860;
EPI_ISL_442094;1548,1515;1515,1550;
EPI_ISL_509495;1548,1515;1515,1550;
EPI_ISL_509496;1902,1841;922,1255;2045,2022;1253,922;2022,2047;1841,1982;
EPI_ISL_624648;285,213;213,287;
EPI_ISL_442096;437,440;435,437;
EPI_ISL_509497;1548,1515;1515,1550;
EPI_ISL_624649;288,246;246,290;
EPI_ISL_509498;146,74;74,148;
EPI_ISL_624650;285,213;2088,1847;1847,2031;213,287;
EPI_ISL_442098;437,440;435,437;
EPI_ISL_567857;1221,927;927,1223;
EPI_ISL_624653;503,565;563,503;
EPI_ISL_567860;288,246;246,290;
EPI_ISL_442103;437,440;435,437;
EPI_ISL_567861;1159,714;714,1161;
EPI_ISL_509503;437,440;435,437;
EPI_ISL_567862;288,246;246,290;
EPI_ISL_624655;1852,2049;2047,1852;1548,1515;1515,1550;
EPI_ISL_442106;1450,1451;1448,1449;1451,1461;1449,1450;
EPI_ISL_509506;1548,1515;1515,1550;
EPI_ISL_567865;1988,1848;1848,1860;
EPI_ISL_567866;1988,1848;1848,1860;
EPI_ISL_624658;1908,2065;2063,1908;
EPI_ISL_509508;437,440;435,437;
EPI_ISL_509509;1548,1515;1515,1550;
EPI_ISL_624659;1923,1999;1860,1923;
EPI_ISL_442111;437,440;435,437;
EPI_ISL_624660;288,246;246,290;
EPI_ISL_509512;146,74;74,148;
EPI_ISL_624661;1159,714;714,1161;
EPI_ISL_567870;285,213;213,287;
EPI_ISL_509513;1927,2031;2088,1927;
EPI_ISL_567872;288,246;246,290;
EPI_ISL_509516;1548,1515;1515,1550;
EPI_ISL_442118;1988,1848;1848,1860;
EPI_ISL_509519;1548,1515;1515,1550;
EPI_ISL_624667;1988,1848;1848,1860;
EPI_ISL_567879;288,246;246,290;
EPI_ISL_442123;1340,804;804,1342;
EPI_ISL_624669;894,1170;1168,894;
EPI_ISL_624671;288,246;246,290;
EPI_ISL_509527;1789,1814;1812,1789;
EPI_ISL_624673;292,232;232,294;
EPI_ISL_624674;2041,1921;1921,2043;
EPI_ISL_509530;1789,1814;1812,1789;
EPI_ISL_442133;437,440;435,437;
EPI_ISL_624678;1323,1033;1033,1325;
EPI_ISL_567890;1988,1848;1848,1860;
EPI_ISL_567896;1908,2065;2063,1908;
EPI_ISL_624685;288,246;246,290;
EPI_ISL_624687;288,246;246,290;
EPI_ISL_442148;437,440;435,437;
EPI_ISL_567899;288,246;246,290;
EPI_ISL_509548;347,363;361,347;
EPI_ISL_567900;288,246;246,290;
EPI_ISL_509550;129,11;11,131;
EPI_ISL_567902;288,246;246,290;
EPI_ISL_442152;158,8;8,160;
EPI_ISL_509555;1789,1814;1812,1789;
EPI_ISL_624693;277,189;1988,1848;189,279;1848,1860;
EPI_ISL_624694;2057,1915;1915,2059;
EPI_ISL_624695;285,213;213,287;
EPI_ISL_624697;631,1365;1640,1641;1641,1646;993,1386;1384,993;1363,631;
EPI_ISL_624698;277,189;1988,1848;189,279;1848,1860;
EPI_ISL_567911;288,246;246,290;
EPI_ISL_624699;288,246;246,290;
EPI_ISL_567913;288,246;246,290;
EPI_ISL_442166;437,440;435,437;
EPI_ISL_509570;1789,1814;1812,1789;
EPI_ISL_567916;1988,1848;1848,1860;
EPI_ISL_567917;288,246;246,290;
EPI_ISL_509574;1818,1819;1819,1821;
EPI_ISL_567920;1159,714;714,1161;
EPI_ISL_509575;1789,1814;1812,1789;
EPI_ISL_567922;1159,714;714,1161;
EPI_ISL_509577;1818,1819;1819,1821;
EPI_ISL_442175;437,440;435,437;
EPI_ISL_509578;1789,1814;1812,1789;
EPI_ISL_567925;1988,1848;1848,1860;
EPI_ISL_442178;437,440;435,437;
EPI_ISL_624710;1908,2065;2063,1908;
EPI_ISL_567927;1240,730;730,1242;
EPI_ISL_442180;1739,1712;1712,1741;437,440;435,437;
EPI_ISL_624713;285,213;213,287;
EPI_ISL_509584;1789,1814;1812,1789;
EPI_ISL_624714;144,75;288,246;246,290;75,146;
EPI_ISL_442183;437,440;435,437;
EPI_ISL_567931;679,1300;1298,679;
EPI_ISL_509587;1789,1814;1812,1789;
EPI_ISL_567932;2043,1850;1850,2045;
EPI_ISL_624717;139,63;63,141;
EPI_ISL_624718;295,235;235,216;
EPI_ISL_567934;288,246;246,290;
EPI_ISL_624719;285,213;213,287;
EPI_ISL_624720;285,213;213,287;
EPI_ISL_624721;1988,1848;1848,1860;
EPI_ISL_442191;437,440;435,437;
EPI_ISL_509593;1789,1814;1812,1789;
EPI_ISL_567938;288,246;246,290;
EPI_ISL_442192;211,322;320,211;
EPI_ISL_624723;1517,1549;1547,1517;1159,714;714,1161;
EPI_ISL_442194;437,440;435,437;
EPI_ISL_442195;437,440;435,437;
EPI_ISL_567941;288,246;246,290;
EPI_ISL_509598;1789,1814;1812,1789;
EPI_ISL_624728;887,1180;1178,887;1159,714;714,1161;
EPI_ISL_567945;1902,1841;1841,1982;
EPI_ISL_624731;997,1174;1172,997;
EPI_ISL_567949;288,246;246,290;
EPI_ISL_624733;137,56;56,110;
EPI_ISL_567951;285,213;213,287;
EPI_ISL_624734;285,213;213,287;
EPI_ISL_567955;86,163;161,86;
EPI_ISL_567956;288,246;246,290;
EPI_ISL_624738;292,232;232,294;
EPI_ISL_442214;437,440;435,437;
EPI_ISL_442215;437,440;435,437;
EPI_ISL_567958;288,246;246,290;
EPI_ISL_442216;435,437;1599,1602;437,440;1615,1599;
EPI_ISL_509616;1481,1497;1480,1481;
EPI_ISL_442218;437,440;435,437;
EPI_ISL_509618;1739,1712;1712,1741;1482,1484;1484,1498;
EPI_ISL_509619;437,440;435,437;
EPI_ISL_442220;437,440;435,437;
EPI_ISL_442222;437,440;435,437;
EPI_ISL_509624;437,440;435,437;
EPI_ISL_509626;437,440;435,437;
EPI_ISL_442227;1760,1764;1759,1760;
EPI_ISL_567970;144,75;288,246;246,290;75,146;
EPI_ISL_442232;1450,1451;1448,1449;1451,1461;1449,1450;
EPI_ISL_624752;2041,1921;1921,2043;
EPI_ISL_509633;1988,1848;1848,1860;
EPI_ISL_509634;347,363;361,347;
EPI_ISL_567978;556,512;512,558;
EPI_ISL_624757;721,1309;1307,721;
EPI_ISL_624758;288,246;246,290;
EPI_ISL_509641;1988,1848;1848,1860;
EPI_ISL_442244;437,440;435,437;
EPI_ISL_509643;437,440;435,437;
EPI_ISL_442245;1340,804;804,1342;
EPI_ISL_567984;288,246;246,290;
EPI_ISL_567985;288,246;246,290;
EPI_ISL_442247;437,440;435,437;
EPI_ISL_509648;1988,1848;1848,1860;
EPI_ISL_624765;418,420;417,418;
EPI_ISL_567991;1240,730;730,1242;
EPI_ISL_624767;721,1309;1307,721;
EPI_ISL_624768;292,232;232,294;
EPI_ISL_442255;930,905;905,697;
EPI_ISL_442256;1988,1848;1848,1860;
EPI_ISL_442258;437,440;435,437;
EPI_ISL_624771;137,56;56,110;
EPI_ISL_567998;679,1300;1298,679;
EPI_ISL_624775;1999,2104;
EPI_ISL_624778;285,213;213,287;
EPI_ISL_568005;1159,714;714,1161;
EPI_ISL_442275;437,440;435,437;
EPI_ISL_442276;437,440;435,437;
EPI_ISL_442278;158,8;8,160;
EPI_ISL_568011;1988,1848;1848,1860;
EPI_ISL_568013;50,169;167,50;1988,1848;1848,1860;
EPI_ISL_624787;285,213;213,287;
EPI_ISL_568015;144,75;288,246;246,290;75,146;
EPI_ISL_509686;1927,2031;2088,1927;
EPI_ISL_624789;1153,1052;1052,1155;
EPI_ISL_568016;1159,714;714,1161;
EPI_ISL_568017;288,246;246,290;
EPI_ISL_442287;437,440;435,437;
EPI_ISL_509690;1789,1814;1812,1789;
EPI_ISL_442288;669,1323;1321,669;
EPI_ISL_624792;285,213;213,287;
EPI_ISL_509691;1789,1814;1812,1789;
EPI_ISL_509692;1789,1814;1812,1789;
EPI_ISL_509693;1789,1814;1812,1789;
EPI_ISL_624794;288,246;246,290;
EPI_ISL_509694;1789,1814;1812,1789;
EPI_ISL_568023;288,246;246,290;
EPI_ISL_624797;1852,2049;2047,1852;1548,1515;1515,1550;
EPI_ISL_568025;2057,1915;1915,2059;
EPI_ISL_624798;285,213;1531,1552;213,287;1550,1531;
EPI_ISL_624799;288,246;246,290;
EPI_ISL_624800;1159,714;714,1161;1988,1848;1848,1860;
EPI_ISL_509701;1902,1841;1841,1982;1253,922;922,1255;
EPI_ISL_568028;288,246;246,290;
EPI_ISL_624801;285,213;213,287;
EPI_ISL_568029;288,246;246,290;
EPI_ISL_509703;295,235;235,216;
EPI_ISL_568031;288,246;246,290;
EPI_ISL_442302;437,440;435,437;
EPI_ISL_568032;288,246;246,290;
EPI_ISL_442303;437,440;435,437;
EPI_ISL_442304;437,440;435,437;
EPI_ISL_442305;1988,1848;1848,1860;
EPI_ISL_509709;1789,1814;1812,1789;
EPI_ISL_568036;2057,1915;1915,2059;
EPI_ISL_509711;12,132;130,12;
EPI_ISL_568037;288,246;246,290;
EPI_ISL_509712;12,132;130,12;
EPI_ISL_568039;1159,714;714,1161;
EPI_ISL_568040;288,246;246,290;
EPI_ISL_509715;1908,2065;2063,1908;
EPI_ISL_442313;437,440;435,437;
EPI_ISL_624813;285,213;213,287;
EPI_ISL_624817;1526,1551;1549,1526;
EPI_ISL_624819;723,1266;1264,723;
EPI_ISL_624820;1323,1033;1033,1325;
EPI_ISL_568052;288,246;246,290;
EPI_ISL_568053;285,213;213,287;
EPI_ISL_442328;437,440;435,437;
EPI_ISL_624823;1156,889;889,1069;
EPI_ISL_624828;285,213;2088,1847;1847,2031;213,287;
EPI_ISL_509734;1902,1841;1841,1982;
EPI_ISL_568060;288,246;246,290;
EPI_ISL_624830;2041,1921;1921,2043;
EPI_ISL_568065;288,246;246,290;
EPI_ISL_568066;2057,1915;1915,2059;
EPI_ISL_509740;1902,1841;1841,1982;1253,922;922,1255;
EPI_ISL_442344;437,440;435,437;
EPI_ISL_442348;437,440;435,437;
EPI_ISL_568073;288,246;246,290;
EPI_ISL_442349;437,440;435,437;
EPI_ISL_624840;285,213;213,287;
EPI_ISL_509748;1258,931;931,1260;
EPI_ISL_624841;1159,714;714,1161;
EPI_ISL_442352;437,440;435,437;
EPI_ISL_568077;288,246;246,290;
EPI_ISL_624843;1159,714;714,1161;
EPI_ISL_442355;1159,714;714,1161;
EPI_ISL_568080;285,213;213,287;
EPI_ISL_624845;144,75;288,246;246,290;75,146;
EPI_ISL_568081;1902,1841;1841,1982;
EPI_ISL_442359;1159,714;714,1161;
EPI_ISL_442360;1159,714;714,1161;
EPI_ISL_624848;285,213;865,1405;697,865;213,287;
EPI_ISL_509757;1810,1770;1770,1812;
EPI_ISL_442362;437,440;435,437;
EPI_ISL_442364;437,440;435,437;
EPI_ISL_442366;1387,849;849,1389;
EPI_ISL_568087;50,169;167,50;1988,1848;1848,1860;
EPI_ISL_442367;1229,795;795,1231;
EPI_ISL_568090;764,1104;1102,764;
EPI_ISL_509771;144,6;6,146;
EPI_ISL_509772;1902,1841;1925,2087;922,1255;2086,1925;1253,922;1841,1982;
EPI_ISL_624859;2041,1921;1921,2043;
EPI_ISL_509775;144,6;6,146;
EPI_ISL_442380;437,440;435,437;
EPI_ISL_624862;1861,1999;714,1161;1159,714;1988,1848;1848,1860;1860,1861;
EPI_ISL_509778;126,26;26,128;
EPI_ISL_624864;292,232;232,294;
EPI_ISL_442384;1159,714;714,1161;
EPI_ISL_568103;679,1300;1298,679;
EPI_ISL_568104;288,246;246,290;
EPI_ISL_509781;970,1179;1177,970;
EPI_ISL_442388;437,440;435,437;
