strain	virus	gisaid_epi_isl	genbank_accession	date	region	country	division	location	region_exposure	country_exposure	division_exposure	segment	length	host	age	sex	Nextstrain_clade	pangolin_lineage	GISAID_clade	originating_lab	submitting_lab	authors	url	title	paper_url	date_submitted	purpose_of_sequencing
hCoV-19/HongKong/HKPU17_2201/2020	betacoronavirus	EPI_ISL_417180	?	2020-02-03	Asia	Hong Kong			Asia	Hong Kong		genome	29782	Human	60	Male	?	B	O	Department of Pathology, United Christian Hospital	Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University	Kenneth Siu-Sing LEUNG, Timothy Ting-Leung NG, Alan Ka-Lun WU, Miranda Chong-Yee YAU, Hiu-Yin LAO, Ming-Pan CHOI, Kingsley King-Gee TAM, Lam-Kwong LEE, Barry Kin-Chung WONG, Alex Yat-Man HO, Kam-Tong Yip, Kwok-Cheung LUNG, Raymond Wai-To LIU, Eugene Yuk-Keung TSO, Wai-Shing LEUNG, Man-Chun CHAN, Yuk-Yung NG, Kit-Man SIN, Kitty Sau-Chun FUNG, Sandy Ka-Yee CHAU, Wing-Kin TO, Tak-Lun Que, David Ho-Keung SHUM, Shea Ping YIP, Wing Cheong YAM, Gilman Kit-Hang SIU	https://www.gisaid.org/	?	?	2020-03-24	?
hCoV-19/HongKong/HKPU19_0402/2020	betacoronavirus	EPI_ISL_417181	?	2020-02-05	Asia	Hong Kong			Asia	Hong Kong		genome	29782	Human	28	Female	?	B.42	O	Department of Pathology, United Christian Hospital	Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University	Kenneth Siu-Sing LEUNG, Timothy Ting-Leung NG, Alan Ka-Lun WU, Miranda Chong-Yee YAU, Hiu-Yin LAO, Ming-Pan CHOI, Kingsley King-Gee TAM, Lam-Kwong LEE, Barry Kin-Chung WONG, Alex Yat-Man HO, Kam-Tong Yip, Kwok-Cheung LUNG, Raymond Wai-To LIU, Eugene Yuk-Keung TSO, Wai-Shing LEUNG, Man-Chun CHAN, Yuk-Yung NG, Kit-Man SIN, Kitty Sau-Chun FUNG, Sandy Ka-Yee CHAU, Wing-Kin TO, Tak-Lun Que, David Ho-Keung SHUM, Shea Ping YIP, Wing Cheong YAM, Gilman Kit-Hang SIU	https://www.gisaid.org/	?	?	2020-03-24	?
hCoV-19/HongKong/HKPU20_3001/2020	betacoronavirus	EPI_ISL_417182	?	2020-02-05	Asia	Hong Kong			Asia	Hong Kong		genome	29782	Human	56	Female	?	B	O	Department of Pathology, United Christian Hospital	Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University	Kenneth Siu-Sing LEUNG, Timothy Ting-Leung NG, Alan Ka-Lun WU, Miranda Chong-Yee YAU, Hiu-Yin LAO, Ming-Pan CHOI, Kingsley King-Gee TAM, Lam-Kwong LEE, Barry Kin-Chung WONG, Alex Yat-Man HO, Kam-Tong Yip, Kwok-Cheung LUNG, Raymond Wai-To LIU, Eugene Yuk-Keung TSO, Wai-Shing LEUNG, Man-Chun CHAN, Yuk-Yung NG, Kit-Man SIN, Kitty Sau-Chun FUNG, Sandy Ka-Yee CHAU, Wing-Kin TO, Tak-Lun Que, David Ho-Keung SHUM, Shea Ping YIP, Wing Cheong YAM, Gilman Kit-Hang SIU	https://www.gisaid.org/	?	?	2020-03-24	?
hCoV-19/HongKong/HKPU23_2601/2020	betacoronavirus	EPI_ISL_417183	?	2020-01-30	Asia	Hong Kong			Asia	Hong Kong		genome	29782	Human	63	Female	?	B.43	O	Department of Clinical Pathology, Pamela Youde Nethersole Eastern Hospital	Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University	Kenneth Siu-Sing LEUNG, Timothy Ting-Leung NG, Alan Ka-Lun WU, Miranda Chong-Yee YAU, Hiu-Yin LAO, Ming-Pan CHOI, Kingsley King-Gee TAM, Lam-Kwong LEE, Barry Kin-Chung WONG, Alex Yat-Man HO, Kam-Tong Yip, Kwok-Cheung LUNG, Raymond Wai-To LIU, Eugene Yuk-Keung TSO, Wai-Shing LEUNG, Man-Chun CHAN, Yuk-Yung NG, Kit-Man SIN, Kitty Sau-Chun FUNG, Sandy Ka-Yee CHAU, Wing-Kin TO, Tak-Lun Que, David Ho-Keung SHUM, Shea Ping YIP, Wing Cheong YAM, Gilman Kit-Hang SIU	https://www.gisaid.org/	?	?	2020-03-24	?
hCoV-19/HongKong/HKPU27_3001/2020	betacoronavirus	EPI_ISL_417184	?	2020-02-08	Asia	Hong Kong			Asia	Hong Kong		genome	29782	Human	24	Male	?	B.43	O	Department of Clinical Pathology, Pamela Youde Nethersole Eastern Hospital	Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University	Kenneth Siu-Sing LEUNG, Timothy Ting-Leung NG, Alan Ka-Lun WU, Miranda Chong-Yee YAU, Hiu-Yin LAO, Ming-Pan CHOI, Kingsley King-Gee TAM, Lam-Kwong LEE, Barry Kin-Chung WONG, Alex Yat-Man HO, Kam-Tong Yip, Kwok-Cheung LUNG, Raymond Wai-To LIU, Eugene Yuk-Keung TSO, Wai-Shing LEUNG, Man-Chun CHAN, Yuk-Yung NG, Kit-Man SIN, Kitty Sau-Chun FUNG, Sandy Ka-Yee CHAU, Wing-Kin TO, Tak-Lun Que, David Ho-Keung SHUM, Shea Ping YIP, Wing Cheong YAM, Gilman Kit-Hang SIU	https://www.gisaid.org/	?	?	2020-03-24	?
hCoV-19/HongKong/HKPU28_3001/2020	betacoronavirus	EPI_ISL_417185	?	2020-02-09	Asia	Hong Kong			Asia	Hong Kong		genome	29782	Human	70	Male	?	B	O	Department of Pathology, United Christian Hospital	Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University	Kenneth Siu-Sing LEUNG, Timothy Ting-Leung NG, Alan Ka-Lun WU, Miranda Chong-Yee YAU, Hiu-Yin LAO, Ming-Pan CHOI, Kingsley King-Gee TAM, Lam-Kwong LEE, Barry Kin-Chung WONG, Alex Yat-Man HO, Kam-Tong Yip, Kwok-Cheung LUNG, Raymond Wai-To LIU, Eugene Yuk-Keung TSO, Wai-Shing LEUNG, Man-Chun CHAN, Yuk-Yung NG, Kit-Man SIN, Kitty Sau-Chun FUNG, Sandy Ka-Yee CHAU, Wing-Kin TO, Tak-Lun Que, David Ho-Keung SHUM, Shea Ping YIP, Wing Cheong YAM, Gilman Kit-Hang SIU	https://www.gisaid.org/	?	?	2020-03-24	?
hCoV-19/HongKong/HKPU29_0102/2020	betacoronavirus	EPI_ISL_417187	?	2020-02-08	Asia	Hong Kong			Asia	Hong Kong		genome	29782	Human	91	Female	?	B.43	O	Department of Clinical Pathology, Pamela Youde Nethersole Eastern Hospital	Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University	Kenneth Siu-Sing LEUNG, Timothy Ting-Leung NG, Alan Ka-Lun WU, Miranda Chong-Yee YAU, Hiu-Yin LAO, Ming-Pan CHOI, Kingsley King-Gee TAM, Lam-Kwong LEE, Barry Kin-Chung WONG, Alex Yat-Man HO, Kam-Tong Yip, Kwok-Cheung LUNG, Raymond Wai-To LIU, Eugene Yuk-Keung TSO, Wai-Shing LEUNG, Man-Chun CHAN, Yuk-Yung NG, Kit-Man SIN, Kitty Sau-Chun FUNG, Sandy Ka-Yee CHAU, Wing-Kin TO, Tak-Lun Que, David Ho-Keung SHUM, Shea Ping YIP, Wing Cheong YAM, Gilman Kit-Hang SIU	https://www.gisaid.org/	?	?	2020-03-24	?
hCoV-19/HongKong/HKPU30_2901/2020	betacoronavirus	EPI_ISL_417188	?	2020-02-08	Asia	Hong Kong			Asia	Hong Kong		genome	29782	Human	68	Male	?	B.43	O	Department of Clinical Pathology, Pamela Youde Nethersole Eastern Hospital	Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University	Kenneth Siu-Sing LEUNG, Timothy Ting-Leung NG, Alan Ka-Lun WU, Miranda Chong-Yee YAU, Hiu-Yin LAO, Ming-Pan CHOI, Kingsley King-Gee TAM, Lam-Kwong LEE, Barry Kin-Chung WONG, Alex Yat-Man HO, Kam-Tong Yip, Kwok-Cheung LUNG, Raymond Wai-To LIU, Eugene Yuk-Keung TSO, Wai-Shing LEUNG, Man-Chun CHAN, Yuk-Yung NG, Kit-Man SIN, Kitty Sau-Chun FUNG, Sandy Ka-Yee CHAU, Wing-Kin TO, Tak-Lun Que, David Ho-Keung SHUM, Shea Ping YIP, Wing Cheong YAM, Gilman Kit-Hang SIU	https://www.gisaid.org/	?	?	2020-03-24	?
hCoV-19/HongKong/HKPU_2801/2020	betacoronavirus	EPI_ISL_417190	?	2020-02-08	Asia	Hong Kong			Asia	Hong Kong		genome	29782	Human	57	Female	?	B.43	O	Department of Clinical Pathology, Pamela Youde Nethersole Eastern Hospital	Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University	Kenneth Siu-Sing LEUNG, Timothy Ting-Leung NG, Alan Ka-Lun WU, Miranda Chong-Yee YAU, Hiu-Yin LAO, Ming-Pan CHOI, Kingsley King-Gee TAM, Lam-Kwong LEE, Barry Kin-Chung WONG, Alex Yat-Man HO, Kam-Tong Yip, Kwok-Cheung LUNG, Raymond Wai-To LIU, Eugene Yuk-Keung TSO, Wai-Shing LEUNG, Man-Chun CHAN, Yuk-Yung NG, Kit-Man SIN, Kitty Sau-Chun FUNG, Sandy Ka-Yee CHAU, Wing-Kin TO, Tak-Lun Que, David Ho-Keung SHUM, Shea Ping YIP, Wing Cheong YAM, Gilman Kit-Hang SIU	https://www.gisaid.org/	?	?	2020-03-24	?
hCoV-19/HongKong/HKPU32_0402/2020	betacoronavirus	EPI_ISL_417193	?	2020-02-09	Asia	Hong Kong			Asia	Hong Kong		genome	29782	Human	22	Male	?	B.43	O	Department of Clinical Pathology, Pamela Youde Nethersole Eastern Hospital	Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University	Kenneth Siu-Sing LEUNG, Timothy Ting-Leung NG, Alan Ka-Lun WU, Miranda Chong-Yee YAU, Hiu-Yin LAO, Ming-Pan CHOI, Kingsley King-Gee TAM, Lam-Kwong LEE, Barry Kin-Chung WONG, Alex Yat-Man HO, Kam-Tong Yip, Kwok-Cheung LUNG, Raymond Wai-To LIU, Eugene Yuk-Keung TSO, Wai-Shing LEUNG, Man-Chun CHAN, Yuk-Yung NG, Kit-Man SIN, Kitty Sau-Chun FUNG, Sandy Ka-Yee CHAU, Wing-Kin TO, Tak-Lun Que, David Ho-Keung SHUM, Shea Ping YIP, Wing Cheong YAM, Gilman Kit-Hang SIU	https://www.gisaid.org/	?	?	2020-03-24	?
hCoV-19/HongKong/HKPU33_0202/2020	betacoronavirus	EPI_ISL_417195	?	2020-02-09	Asia	Hong Kong			Asia	Hong Kong		genome	29782	Human	50	Female	?	B.43	O	Department of Clinical Pathology, Pamela Youde Nethersole Eastern Hospital	Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University	Kenneth Siu-Sing LEUNG, Timothy Ting-Leung NG, Alan Ka-Lun WU, Miranda Chong-Yee YAU, Hiu-Yin LAO, Ming-Pan CHOI, Kingsley King-Gee TAM, Lam-Kwong LEE, Barry Kin-Chung WONG, Alex Yat-Man HO, Kam-Tong Yip, Kwok-Cheung LUNG, Raymond Wai-To LIU, Eugene Yuk-Keung TSO, Wai-Shing LEUNG, Man-Chun CHAN, Yuk-Yung NG, Kit-Man SIN, Kitty Sau-Chun FUNG, Sandy Ka-Yee CHAU, Wing-Kin TO, Tak-Lun Que, David Ho-Keung SHUM, Shea Ping YIP, Wing Cheong YAM, Gilman Kit-Hang SIU	https://www.gisaid.org/	?	?	2020-03-24	?
hCoV-19/HongKong/HKPU34_3001/2020	betacoronavirus	EPI_ISL_417197	?	2020-02-09	Asia	Hong Kong			Asia	Hong Kong		genome	29782	Human	25	Female	?	B.43	O	Department of Clinical Pathology, Pamela Youde Nethersole Eastern Hospital	Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University	Kenneth Siu-Sing LEUNG, Timothy Ting-Leung NG, Alan Ka-Lun WU, Miranda Chong-Yee YAU, Hiu-Yin LAO, Ming-Pan CHOI, Kingsley King-Gee TAM, Lam-Kwong LEE, Barry Kin-Chung WONG, Alex Yat-Man HO, Kam-Tong Yip, Kwok-Cheung LUNG, Raymond Wai-To LIU, Eugene Yuk-Keung TSO, Wai-Shing LEUNG, Man-Chun CHAN, Yuk-Yung NG, Kit-Man SIN, Kitty Sau-Chun FUNG, Sandy Ka-Yee CHAU, Wing-Kin TO, Tak-Lun Que, David Ho-Keung SHUM, Shea Ping YIP, Wing Cheong YAM, Gilman Kit-Hang SIU	https://www.gisaid.org/	?	?	2020-03-24	?
hCoV-19/HongKong/HKPU35_0402/2020	betacoronavirus	EPI_ISL_417199	?	2020-02-09	Asia	Hong Kong			Asia	Hong Kong		genome	29782	Human	51	Female	?	B.43	O	Department of Clinical Pathology, Pamela Youde Nethersole Eastern Hospital	Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University	Chong-Yee YAU, Hiu-Yin LAO, Ming-Pan CHOI, Kingsley King-Gee TAM, Lam-Kwong LEE, Barry Kin-Chung WONG, Alex Yat-Man HO, Kam-Tong Yip, Kwok-Cheung LUNG, Raymond Wai-To LIU, Eugene Yuk-Keung TSO, Wai-Shing LEUNG, Man-Chun CHAN, Yuk-Yung NG, Kit-Man SIN, Kitty Sau-Chun FUNG, Sandy Ka-Yee CHAU, Wing-Kin TO, Tak-Lun Que, David Ho-Keung SHUM, Shea Ping YIP, Wing Cheong YAM, Gilman Kit-Hang SIU	https://www.gisaid.org/	?	?	2020-03-24	?
hCoV-19/England/20102068502/2020	betacoronavirus	EPI_ISL_417213	?	2020-03-01	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29792	Human	44	Female	?	B.40	V	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano, Shahjahan Miah, Angie Lackenby, Omolola Akinbami, Tiina Talts, Leena Bhaw, Richard Myers, Steven Platt, Kirstin Edwards, Jonathan Hubb, Joanna Ellis, Maria Zambon	https://www.gisaid.org/	?	?	2020-03-25	?
hCoV-19/England/20102087902/2020	betacoronavirus	EPI_ISL_417215	?	2020-02-25	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29886	Human	34	Female	?	B.39	V	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano, Shahjahan Miah, Angie Lackenby, Omolola Akinbami, Tiina Talts, Leena Bhaw, Richard Myers, Steven Platt, Kirstin Edwards, Jonathan Hubb, Joanna Ellis, Maria Zambon	https://www.gisaid.org/	?	?	2020-03-25	?
hCoV-19/England/20106145903/2020	betacoronavirus	EPI_ISL_417246	?	2020-03-03	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29846	Human	75	Female	?	B.33	V	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano, Shahjahan Miah, Angie Lackenby, Omolola Akinbami, Tiina Talts, Leena Bhaw, Richard Myers, Steven Platt, Kirstin Edwards, Jonathan Hubb, Joanna Ellis, Maria Zambon	https://www.gisaid.org/	?	?	2020-03-25	?
hCoV-19/England/20108006603/2020	betacoronavirus	EPI_ISL_417253	?	2020-03-03	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29769	Human	83	Male	?	B.27	L	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano, Shahjahan Miah, Angie Lackenby, Omolola Akinbami, Tiina Talts, Leena Bhaw, Richard Myers, Steven Platt, Kirstin Edwards, Jonathan Hubb, Joanna Ellis, Maria Zambon	https://www.gisaid.org/	?	?	2020-03-25	?
hCoV-19/England/20108006802/2020	betacoronavirus	EPI_ISL_417254	?	2020-03-04	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29802	Human	81	Male	?	B.29	V	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano, Shahjahan Miah, Angie Lackenby, Omolola Akinbami, Tiina Talts, Leena Bhaw, Richard Myers, Steven Platt, Kirstin Edwards, Jonathan Hubb, Joanna Ellis, Maria Zambon	https://www.gisaid.org/	?	?	2020-03-25	?
hCoV-19/England/20109039306/2020	betacoronavirus	EPI_ISL_417262	?	2020-03-06	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29900	Human	34	Female	?	B.40	V	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano, Shahjahan Miah, Angie Lackenby, Omolola Akinbami, Tiina Talts, Leena Bhaw, Richard Myers, Steven Platt, Kirstin Edwards, Jonathan Hubb, Joanna Ellis, Maria Zambon	https://www.gisaid.org/	?	?	2020-03-25	?
hCoV-19/England/20109050606/2020	betacoronavirus	EPI_ISL_417267	?	2020-03-05	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29824	Human	41	Female	?	B.61	V	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano, Shahjahan Miah, Angie Lackenby, Omolola Akinbami, Tiina Talts, Leena Bhaw, Richard Myers, Steven Platt, Kirstin Edwards, Jonathan Hubb, Joanna Ellis, Maria Zambon	https://www.gisaid.org/	?	?	2020-03-25	?
hCoV-19/England/20109050706/2020	betacoronavirus	EPI_ISL_417268	?	2020-03-05	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29790	Human	59	Male	?	B.61	V	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano, Shahjahan Miah, Angie Lackenby, Omolola Akinbami, Tiina Talts, Leena Bhaw, Richard Myers, Steven Platt, Kirstin Edwards, Jonathan Hubb, Joanna Ellis, Maria Zambon	https://www.gisaid.org/	?	?	2020-03-25	?
hCoV-19/England/20109050806/2020	betacoronavirus	EPI_ISL_417269	?	2020-03-05	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29809	Human	40	unknown	?	B.61	V	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano, Shahjahan Miah, Angie Lackenby, Omolola Akinbami, Tiina Talts, Leena Bhaw, Richard Myers, Steven Platt, Kirstin Edwards, Jonathan Hubb, Joanna Ellis, Maria Zambon	https://www.gisaid.org/	?	?	2020-03-25	?
hCoV-19/England/20109051806/2020	betacoronavirus	EPI_ISL_417270	?	2020-03-06	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29830	Human	27	Male	?	B.40	V	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano, Shahjahan Miah, Angie Lackenby, Omolola Akinbami, Tiina Talts, Leena Bhaw, Richard Myers, Steven Platt, Kirstin Edwards, Jonathan Hubb, Joanna Ellis, Maria Zambon	https://www.gisaid.org/	?	?	2020-03-25	?
hCoV-19/England/20109052306/2020	betacoronavirus	EPI_ISL_417275	?	2020-03-06	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29839	Human	62	Female	?	B.29	V	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano, Shahjahan Miah, Angie Lackenby, Omolola Akinbami, Tiina Talts, Leena Bhaw, Richard Myers, Steven Platt, Kirstin Edwards, Jonathan Hubb, Joanna Ellis, Maria Zambon	https://www.gisaid.org/	?	?	2020-03-25	?
hCoV-19/England/20109054806/2020	betacoronavirus	EPI_ISL_417280	?	2020-03-07	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29838	Human	36	Female	?	B.39	V	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano, Shahjahan Miah, Angie Lackenby, Omolola Akinbami, Tiina Talts, Leena Bhaw, Richard Myers, Steven Platt, Kirstin Edwards, Jonathan Hubb, Joanna Ellis, Maria Zambon	https://www.gisaid.org/	?	?	2020-03-25	?
hCoV-19/England/20109056406/2020	betacoronavirus	EPI_ISL_417281	?	2020-03-06	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29876	Human	2	Male	?	B	V	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano, Shahjahan Miah, Angie Lackenby, Omolola Akinbami, Tiina Talts, Leena Bhaw, Richard Myers, Steven Platt, Kirstin Edwards, Jonathan Hubb, Joanna Ellis, Maria Zambon	https://www.gisaid.org/	?	?	2020-03-25	?
hCoV-19/England/20109056906/2020	betacoronavirus	EPI_ISL_417282	?	2020-03-05	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29845	Human	25	Male	?	B.40	V	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano, Shahjahan Miah, Angie Lackenby, Omolola Akinbami, Tiina Talts, Leena Bhaw, Richard Myers, Steven Platt, Kirstin Edwards, Jonathan Hubb, Joanna Ellis, Maria Zambon	https://www.gisaid.org/	?	?	2020-03-25	?
hCoV-19/England/20109060106/2020	betacoronavirus	EPI_ISL_417284	?	2020-03-07	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29794	Human	67	Female	?	B.40	V	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano, Shahjahan Miah, Angie Lackenby, Omolola Akinbami, Tiina Talts, Leena Bhaw, Richard Myers, Steven Platt, Kirstin Edwards, Jonathan Hubb, Joanna Ellis, Maria Zambon	https://www.gisaid.org/	?	?	2020-03-25	?
hCoV-19/England/20109093706/2020	betacoronavirus	EPI_ISL_417286	?	2020-03-05	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29795	Human	52	Female	?	B.23	L	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano, Shahjahan Miah, Angie Lackenby, Omolola Akinbami, Tiina Talts, Leena Bhaw, Richard Myers, Steven Platt, Kirstin Edwards, Jonathan Hubb, Joanna Ellis, Maria Zambon	https://www.gisaid.org/	?	?	2020-03-25	?
hCoV-19/England/20109093906/2020	betacoronavirus	EPI_ISL_417288	?	2020-03-05	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29861	Human	84	Male	?	B.23	L	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano, Shahjahan Miah, Angie Lackenby, Omolola Akinbami, Tiina Talts, Leena Bhaw, Richard Myers, Steven Platt, Kirstin Edwards, Jonathan Hubb, Joanna Ellis, Maria Zambon	https://www.gisaid.org/	?	?	2020-03-25	?
